TRANSACTION_ID,BENEFICIARY_BANK_BIC,BIC_COUNTRY_CODE
21047,BOFAUS3N,US
21427,BOFAUS3N,US
23300,BOFAUS3N,US
29126,BOFAUS3N,US
29724,BOFAUS3N,US
32407,BOFAUS3N,US
32543,BOFAUS3N,US
33228,BOFAUS3N,US
33342,BOFAUS3N,US
33725,BOFAUS3N,US
36165,BOFAUS3N,US
36840,BOFAUS3N,US
41107,BOFAUS3N,US
42625,BOFAUS3N,US
46100,BOFAUS3N,US
46944,BOFAUS3N,US
47465,BOFAUS3N,US
48625,BOFAUS3N,US
49600,BOFAUS3N,US
81826,BOFAUS3N,US
86960,BOFAUS3N,US
88264,BOFAUS3N,US
88342,BOFAUS3N,US
91343,BOFAUS3N,US
92403,BOFAUS3N,US
93464,BOFAUS3N,US
134220,BOFAUS3N,US
140603,BOFAUS3N,US
140684,BOFAUS3N,US
140762,BOFAUS3N,US
141806,BOFAUS3N,US
147280,BOFAUS3N,US
112502,BOFAUS3N,US
113306,BOFAUS3N,US
115503,BOFAUS3N,US
117066,BOFAUS3N,US
120440,BOFAUS3N,US
120864,BOFAUS3N,US
56688,BOFAUS3N,US
59707,BOFAUS3N,US
65908,BOFAUS3N,US
67784,BOFAUS3N,US
70243,BOFAUS3N,US
72600,BOFAUS3N,US
96626,BOFAUS3N,US
97061,BOFAUS3N,US
98747,BOFAUS3N,US
100827,BOFAUS3N,US
102880,BOFAUS3N,US
107144,BOFAUS3N,US
108465,BOFAUS3N,US
109763,BOFAUS3N,US
29144,BOFAUS3N,US
48602,BOFAUS3N,US
102946,BOFAUS3N,US
2101,BOFAUS3N,US
13607,BOFAUS3N,US
16023,BOFAUS3N,US
16508,BOFAUS3N,US
28220,BOFAUS3N,US
41206,BOFAUS3N,US
43703,BOFAUS3N,US
46908,BOFAUS3N,US
47044,BOFAUS3N,US
77843,BOFAUS3N,US
77967,BOFAUS3N,US
78546,BOFAUS3N,US
78566,BOFAUS3N,US
82548,BOFAUS3N,US
90484,BOFAUS3N,US
91125,BOFAUS3N,US
93363,BOFAUS3N,US
93620,BOFAUS3N,US
135527,BOFAUS3N,US
142687,BOFAUS3N,US
145766,BOFAUS3N,US
148581,BOFAUS3N,US
112504,BOFAUS3N,US
113183,BOFAUS3N,US
113660,BOFAUS3N,US
116226,BOFAUS3N,US
117486,BOFAUS3N,US
119926,BOFAUS3N,US
120201,BOFAUS3N,US
122141,BOFAUS3N,US
128863,BOFAUS3N,US
60802,BOFAUS3N,US
70405,BOFAUS3N,US
71660,BOFAUS3N,US
71745,BOFAUS3N,US
97201,BOFAUS3N,US
100041,BOFAUS3N,US
101705,BOFAUS3N,US
103540,BOFAUS3N,US
105125,BOFAUS3N,US
108588,BOFAUS3N,US
111640,BOFAUS3N,US
112303,BOFAUS3N,US
987,BOFAUS3N,US
5621,BOFAUS3N,US
5624,BOFAUS3N,US
8208,BOFAUS3N,US
14086,BOFAUS3N,US
14226,BOFAUS3N,US
15966,BOFAUS3N,US
19248,BOFAUS3N,US
20020,BOFAUS3N,US
20126,BOFAUS3N,US
23743,BOFAUS3N,US
25927,BOFAUS3N,US
26420,BOFAUS3N,US
28146,BOFAUS3N,US
30844,BOFAUS3N,US
31442,BOFAUS3N,US
35703,BOFAUS3N,US
36140,BOFAUS3N,US
38064,BOFAUS3N,US
38865,BOFAUS3N,US
39908,BOFAUS3N,US
42260,BOFAUS3N,US
42263,BOFAUS3N,US
43722,BOFAUS3N,US
44400,BOFAUS3N,US
48646,BOFAUS3N,US
49465,BOFAUS3N,US
49863,BOFAUS3N,US
50206,BOFAUS3N,US
50381,BOFAUS3N,US
51341,BOFAUS3N,US
51445,BOFAUS3N,US
51880,BOFAUS3N,US
52002,BOFAUS3N,US
55625,BOFAUS3N,US
77405,BOFAUS3N,US
77448,BOFAUS3N,US
77545,BOFAUS3N,US
80788,BOFAUS3N,US
82928,BOFAUS3N,US
83401,BOFAUS3N,US
83625,BOFAUS3N,US
84844,BOFAUS3N,US
85581,BOFAUS3N,US
85902,BOFAUS3N,US
87002,BOFAUS3N,US
87060,BOFAUS3N,US
91787,BOFAUS3N,US
92944,BOFAUS3N,US
131886,BOFAUS3N,US
133944,BOFAUS3N,US
134501,BOFAUS3N,US
137065,BOFAUS3N,US
144421,BOFAUS3N,US
146320,BOFAUS3N,US
148385,BOFAUS3N,US
149904,BOFAUS3N,US
113665,BOFAUS3N,US
120805,BOFAUS3N,US
127682,BOFAUS3N,US
128364,BOFAUS3N,US
128867,BOFAUS3N,US
56400,BOFAUS3N,US
61926,BOFAUS3N,US
146804,BNPAFRPP,FR
147847,BNPAFRPP,FR
115303,BNPAFRPP,FR
115641,BNPAFRPP,FR
116187,BNPAFRPP,FR
118621,BNPAFRPP,FR
123706,BNPAFRPP,FR
124661,BNPAFRPP,FR
127564,BNPAFRPP,FR
128384,BNPAFRPP,FR
128484,BNPAFRPP,FR
128647,BNPAFRPP,FR
128900,BNPAFRPP,FR
57385,BNPAFRPP,FR
58145,BNPAFRPP,FR
64301,BNPAFRPP,FR
65380,BNPAFRPP,FR
66665,BNPAFRPP,FR
67640,BNPAFRPP,FR
70482,BNPAFRPP,FR
70842,BNPAFRPP,FR
94505,BNPAFRPP,FR
97167,BNPAFRPP,FR
99340,BNPAFRPP,FR
103307,BNPAFRPP,FR
105841,BNPAFRPP,FR
108160,BNPAFRPP,FR
108701,BNPAFRPP,FR
109507,BNPAFRPP,FR
109742,BNPAFRPP,FR
111261,BNPAFRPP,FR
111384,BNPAFRPP,FR
111403,BNPAFRPP,FR
424,BNPAFRPP,FR
2268,BNPAFRPP,FR
3846,BNPAFRPP,FR
7923,BNPAFRPP,FR
11804,BNPAFRPP,FR
17028,BNPAFRPP,FR
18306,BNPAFRPP,FR
19468,BNPAFRPP,FR
20522,BNPAFRPP,FR
20802,BNPAFRPP,FR
21765,BNPAFRPP,FR
22642,BNPAFRPP,FR
22743,BNPAFRPP,FR
23803,BNPAFRPP,FR
29304,BNPAFRPP,FR
29981,BNPAFRPP,FR
32303,BNPAFRPP,FR
33307,BNPAFRPP,FR
34120,BNPAFRPP,FR
35441,BNPAFRPP,FR
38723,BNPAFRPP,FR
39706,BNPAFRPP,FR
42001,BNPAFRPP,FR
42121,BNPAFRPP,FR
42761,BNPAFRPP,FR
43405,BNPAFRPP,FR
45763,BNPAFRPP,FR
48182,BNPAFRPP,FR
49724,BNPAFRPP,FR
50324,BNPAFRPP,FR
51747,BNPAFRPP,FR
56121,BNPAFRPP,FR
75843,BNPAFRPP,FR
79546,BNPAFRPP,FR
80068,BNPAFRPP,FR
86723,BNPAFRPP,FR
87306,BNPAFRPP,FR
89107,BNPAFRPP,FR
90383,BNPAFRPP,FR
131504,BNPAFRPP,FR
133003,BNPAFRPP,FR
133164,BNPAFRPP,FR
134401,BNPAFRPP,FR
135807,BNPAFRPP,FR
136022,BNPAFRPP,FR
138240,BNPAFRPP,FR
140303,BNPAFRPP,FR
144222,BNPAFRPP,FR
144984,BNPAFRPP,FR
145126,BNPAFRPP,FR
145284,BNPAFRPP,FR
148867,BNPAFRPP,FR
113762,BNPAFRPP,FR
115205,BNPAFRPP,FR
117287,BNPAFRPP,FR
118367,BNPAFRPP,FR
121626,BNPAFRPP,FR
124401,BNPAFRPP,FR
125086,BNPAFRPP,FR
125386,BNPAFRPP,FR
127006,BNPAFRPP,FR
127443,BNPAFRPP,FR
57028,BNPAFRPP,FR
57227,BNPAFRPP,FR
57721,BNPAFRPP,FR
57928,BNPAFRPP,FR
57961,BNPAFRPP,FR
58503,BNPAFRPP,FR
64603,BNPAFRPP,FR
73107,BNPAFRPP,FR
73602,BNPAFRPP,FR
74803,BNPAFRPP,FR
95827,BNPAFRPP,FR
100087,BNPAFRPP,FR
106321,BNPAFRPP,FR
110604,BNPAFRPP,FR
112284,BNPAFRPP,FR
262,BNPAFRPP,FR
7303,BNPAFRPP,FR
15985,BNPAFRPP,FR
18062,BNPAFRPP,FR
19627,BNPAFRPP,FR
20464,BNPAFRPP,FR
29648,BNPAFRPP,FR
34441,BNPAFRPP,FR
34628,BNPAFRPP,FR
35841,BNPAFRPP,FR
38481,BNPAFRPP,FR
39942,BNPAFRPP,FR
43025,BNPAFRPP,FR
43424,BNPAFRPP,FR
45987,BNPAFRPP,FR
54021,BNPAFRPP,FR
75746,BNPAFRPP,FR
77981,BNPAFRPP,FR
78088,BNPAFRPP,FR
79080,BNPAFRPP,FR
80640,BNPAFRPP,FR
81086,BNPAFRPP,FR
83566,BNPAFRPP,FR
86564,BNPAFRPP,FR
86881,BNPAFRPP,FR
88687,BNPAFRPP,FR
90304,BNPAFRPP,FR
91268,BNPAFRPP,FR
92564,BNPAFRPP,FR
93500,BNPAFRPP,FR
136260,BNPAFRPP,FR
137908,BNPAFRPP,FR
142968,BNPAFRPP,FR
146022,BNPAFRPP,FR
148521,BNPAFRPP,FR
148665,BNPAFRPP,FR
112601,BNPAFRPP,FR
114207,BNPAFRPP,FR
115920,BNPAFRPP,FR
116466,BNPAFRPP,FR
119605,BNPAFRPP,FR
121141,BNPAFRPP,FR
123063,BNPAFRPP,FR
125444,BNPAFRPP,FR
128345,BNPAFRPP,FR
56621,BNPAFRPP,FR
58564,BNPAFRPP,FR
59504,BNPAFRPP,FR
61806,BNPAFRPP,FR
66921,BNPAFRPP,FR
69426,BNPAFRPP,FR
70068,BNPAFRPP,FR
70425,BNPAFRPP,FR
71067,BNPAFRPP,FR
94260,BNPAFRPP,FR
94583,BNPAFRPP,FR
96323,BNPAFRPP,FR
99105,BNPAFRPP,FR
101164,BNPAFRPP,FR
102220,BNPAFRPP,FR
102843,BNPAFRPP,FR
104185,BNPAFRPP,FR
105127,BNPAFRPP,FR
107206,BNPAFRPP,FR
108847,BNPAFRPP,FR
721,BNPAFRPP,FR
1461,BNPAFRPP,FR
3121,BNPAFRPP,FR
10187,BNPAFRPP,FR
10960,BNPAFRPP,FR
15085,BNPAFRPP,FR
16145,BNPAFRPP,FR
18201,BNPAFRPP,FR
26205,BNPAFRPP,FR
28345,BNPAFRPP,FR
29147,BNPAFRPP,FR
30548,BNPAFRPP,FR
32285,BNPAFRPP,FR
33005,BNPAFRPP,FR
33963,BNPAFRPP,FR
36565,BNPAFRPP,FR
37344,BNPAFRPP,FR
39160,BNPAFRPP,FR
40042,BNPAFRPP,FR
46948,BNPAFRPP,FR
47265,BNPAFRPP,FR
47425,BNPAFRPP,FR
49243,BNPAFRPP,FR
55603,BNPAFRPP,FR
56064,BNPAFRPP,FR
75088,BNPAFRPP,FR
77125,BNPAFRPP,FR
78442,BNPAFRPP,FR
78685,BNPAFRPP,FR
83240,BNPAFRPP,FR
86308,BNPAFRPP,FR
86524,BNPAFRPP,FR
92220,BNPAFRPP,FR
92960,BNPAFRPP,FR
131921,BNPAFRPP,FR
132125,BNPAFRPP,FR
133408,BNPAFRPP,FR
135203,BNPAFRPP,FR
136327,BNPAFRPP,FR
136625,BNPAFRPP,FR
137421,BNPAFRPP,FR
137483,BNPAFRPP,FR
138524,BNPAFRPP,FR
139687,BNPAFRPP,FR
141105,BNPAFRPP,FR
143806,BNPAFRPP,FR
144264,BNPAFRPP,FR
146128,BNPAFRPP,FR
146968,BNPAFRPP,FR
147648,BNPAFRPP,FR
147863,BNPAFRPP,FR
112985,BNPAFRPP,FR
113620,BNPAFRPP,FR
117121,BNPAFRPP,FR
119327,BNPAFRPP,FR
121424,BNPAFRPP,FR
124064,BNPAFRPP,FR
124346,BNPAFRPP,FR
127127,BNPAFRPP,FR
127522,BNPAFRPP,FR
129826,BNPAFRPP,FR
130183,BNPAFRPP,FR
130202,BNPAFRPP,FR
61380,BNPAFRPP,FR
62708,BNPAFRPP,FR
62727,BNPAFRPP,FR
63521,BNPAFRPP,FR
66428,BNPAFRPP,FR
66844,BNPAFRPP,FR
67285,BNPAFRPP,FR
68345,BNPAFRPP,FR
70320,BNPAFRPP,FR
102446,BNPAFRPP,FR
102927,BNPAFRPP,FR
103805,BNPAFRPP,FR
104547,BNPAFRPP,FR
108742,BNPAFRPP,FR
111820,BNPAFRPP,FR
112405,BNPAFRPP,FR
9262,BNPAFRPP,FR
21044,BNPAFRPP,FR
22945,BNPAFRPP,FR
24286,BNPAFRPP,FR
25183,BNPAFRPP,FR
28124,BNPAFRPP,FR
29801,BNPAFRPP,FR
31765,BNPAFRPP,FR
33806,BNPAFRPP,FR
38686,BNPAFRPP,FR
42466,BNPAFRPP,FR
44427,BNPAFRPP,FR
46444,BNPAFRPP,FR
47446,BNPAFRPP,FR
53828,BNPAFRPP,FR
55066,BNPAFRPP,FR
77363,BNPAFRPP,FR
78128,BNPAFRPP,FR
93301,BNPAFRPP,FR
132680,BNPAFRPP,FR
143405,BNPAFRPP,FR
148602,BNPAFRPP,FR
148986,BNPAFRPP,FR
112720,BNPAFRPP,FR
116003,BNPAFRPP,FR
122580,BNPAFRPP,FR
128685,BNPAFRPP,FR
130522,BNPAFRPP,FR
56627,BNPAFRPP,FR
68428,BNPAFRPP,FR
95327,BNPAFRPP,FR
96405,BNPAFRPP,FR
97224,BNPAFRPP,FR
99924,BNPAFRPP,FR
104407,BNPAFRPP,FR
106724,BNPAFRPP,FR
88541,SCBLSGSG,SG
17787,SCBLSGSG,SG
90607,SCBLSGSG,SG
121808,SCBLSGSG,SG
62368,SCBLSGSG,SG
123365,SCBLSGSG,SG
18367,SCBLSGSG,SG
142520,SCBLSGSG,SG
111326,SCBLSGSG,SG
38642,SCBLSGSG,SG
130941,SCBLSGSG,SG
69768,SCBLSGSG,SG
108983,SCBLSGSG,SG
18226,BNPAFRPP,FR
24385,BNPAFRPP,FR
34643,BNPAFRPP,FR
79822,BNPAFRPP,FR
146026,BNPAFRPP,FR
61207,BNPAFRPP,FR
72708,BNPAFRPP,FR
103807,BNPAFRPP,FR
3,BNPAFRPP,FR
6783,BNPAFRPP,FR
33946,BNPAFRPP,FR
144765,BNPAFRPP,FR
123507,BNPAFRPP,FR
69680,BNPAFRPP,FR
99160,BNPAFRPP,FR
5261,BNPAFRPP,FR
10346,BNPAFRPP,FR
17985,BNPAFRPP,FR
34325,BNPAFRPP,FR
41840,BNPAFRPP,FR
42022,BNPAFRPP,FR
43144,BNPAFRPP,FR
53848,BNPAFRPP,FR
79105,BNPAFRPP,FR
89604,BNPAFRPP,FR
149126,BNPAFRPP,FR
113185,BNPAFRPP,FR
125122,BNPAFRPP,FR
3868,BNPAFRPP,FR
7380,BNPAFRPP,FR
11526,BNPAFRPP,FR
13587,BNPAFRPP,FR
16101,BNPAFRPP,FR
33240,BNPAFRPP,FR
33701,BNPAFRPP,FR
34423,BNPAFRPP,FR
35644,BNPAFRPP,FR
36826,BNPAFRPP,FR
44328,BNPAFRPP,FR
44362,BNPAFRPP,FR
44907,BNPAFRPP,FR
52005,BNPAFRPP,FR
80183,BNPAFRPP,FR
89608,BNPAFRPP,FR
138708,BNPAFRPP,FR
139108,BNPAFRPP,FR
143784,BNPAFRPP,FR
117247,BNPAFRPP,FR
121644,BNPAFRPP,FR
122201,BNPAFRPP,FR
123582,BNPAFRPP,FR
57221,BNPAFRPP,FR
57243,BNPAFRPP,FR
58563,BNPAFRPP,FR
59940,BNPAFRPP,FR
61124,BNPAFRPP,FR
61881,BNPAFRPP,FR
67647,BNPAFRPP,FR
96023,BNPAFRPP,FR
105141,BNPAFRPP,FR
106808,BNPAFRPP,FR
109200,BNPAFRPP,FR
111281,BNPAFRPP,FR
112361,BNPAFRPP,FR
1307,BNPAFRPP,FR
1724,BNPAFRPP,FR
2905,BNPAFRPP,FR
3641,BNPAFRPP,FR
9061,BNPAFRPP,FR
10467,BNPAFRPP,FR
10508,BNPAFRPP,FR
10868,BNPAFRPP,FR
13445,BNPAFRPP,FR
17260,BNPAFRPP,FR
20306,BNPAFRPP,FR
26743,BNPAFRPP,FR
28741,BNPAFRPP,FR
31722,BNPAFRPP,FR
34923,BNPAFRPP,FR
35702,BNPAFRPP,FR
37268,BNPAFRPP,FR
39666,BNPAFRPP,FR
40421,BNPAFRPP,FR
41802,BNPAFRPP,FR
45808,BNPAFRPP,FR
46246,BNPAFRPP,FR
47444,BNPAFRPP,FR
48347,BNPAFRPP,FR
49020,BNPAFRPP,FR
49403,BNPAFRPP,FR
50207,BNPAFRPP,FR
53787,BNPAFRPP,FR
54822,BNPAFRPP,FR
77805,BNPAFRPP,FR
78341,BNPAFRPP,FR
80121,BNPAFRPP,FR
81507,BNPAFRPP,FR
86728,BNPAFRPP,FR
90446,BNPAFRPP,FR
91300,BNPAFRPP,FR
93226,BNPAFRPP,FR
131901,BNPAFRPP,FR
132185,BNPAFRPP,FR
132684,BNPAFRPP,FR
137200,BNPAFRPP,FR
138084,BNPAFRPP,FR
141820,BNPAFRPP,FR
144122,BNPAFRPP,FR
144240,BNPAFRPP,FR
144981,BNPAFRPP,FR
148245,BNPAFRPP,FR
149943,BNPAFRPP,FR
114484,BNPAFRPP,FR
121525,BNPAFRPP,FR
123684,BNPAFRPP,FR
124082,BNPAFRPP,FR
124348,BNPAFRPP,FR
124367,BNPAFRPP,FR
124644,BNPAFRPP,FR
124961,BNPAFRPP,FR
126962,BNPAFRPP,FR
128462,BNPAFRPP,FR
128803,BNPAFRPP,FR
130784,BNPAFRPP,FR
131106,BNPAFRPP,FR
56420,BNPAFRPP,FR
56485,BNPAFRPP,FR
56985,BNPAFRPP,FR
58504,BNPAFRPP,FR
61181,BNPAFRPP,FR
61666,BNPAFRPP,FR
61928,BNPAFRPP,FR
65364,BNPAFRPP,FR
67984,BNPAFRPP,FR
69466,BNPAFRPP,FR
73405,BNPAFRPP,FR
95466,BNPAFRPP,FR
99142,BNPAFRPP,FR
100183,BNPAFRPP,FR
100588,BNPAFRPP,FR
101506,BNPAFRPP,FR
101881,BNPAFRPP,FR
107240,BNPAFRPP,FR
108781,BNPAFRPP,FR
109806,BNPAFRPP,FR
111905,BNPAFRPP,FR
12368,BNPAFRPP,FR
12480,BNPAFRPP,FR
26261,BNPAFRPP,FR
29222,BNPAFRPP,FR
31945,BNPAFRPP,FR
52327,BNPAFRPP,FR
52343,BNPAFRPP,FR
52881,BNPAFRPP,FR
52928,BNPAFRPP,FR
53107,BNPAFRPP,FR
55822,BNPAFRPP,FR
87240,BNPAFRPP,FR
92842,BNPAFRPP,FR
134087,BNPAFRPP,FR
135808,BNPAFRPP,FR
137502,BNPAFRPP,FR
141904,BNPAFRPP,FR
144467,BNPAFRPP,FR
145440,BNPAFRPP,FR
115725,BNPAFRPP,FR
119884,BNPAFRPP,FR
121106,BNPAFRPP,FR
130880,BNPAFRPP,FR
56288,BNPAFRPP,FR
64344,BNPAFRPP,FR
95542,BNPAFRPP,FR
104866,BNPAFRPP,FR
110707,BNPAFRPP,FR
427,BNPAFRPP,FR
9062,BNPAFRPP,FR
12866,BNPAFRPP,FR
13225,BNPAFRPP,FR
27808,BNPAFRPP,FR
32223,BNPAFRPP,FR
36706,BNPAFRPP,FR
37403,BNPAFRPP,FR
39261,BNPAFRPP,FR
39660,BNPAFRPP,FR
48001,BNPAFRPP,FR
56066,BNPAFRPP,FR
76900,BNPAFRPP,FR
81460,BNPAFRPP,FR
85383,BNPAFRPP,FR
135425,BNPAFRPP,FR
137568,BNPAFRPP,FR
118061,BNPAFRPP,FR
70960,BNPAFRPP,FR
72220,BNPAFRPP,FR
104483,BNPAFRPP,FR
640,BNPAFRPP,FR
3088,BNPAFRPP,FR
8965,BNPAFRPP,FR
16261,BNPAFRPP,FR
16706,BNPAFRPP,FR
17561,BNPAFRPP,FR
17580,BNPAFRPP,FR
18805,BNPAFRPP,FR
23162,BNPAFRPP,FR
25745,BNPAFRPP,FR
26481,BNPAFRPP,FR
29584,BNPAFRPP,FR
33141,BNPAFRPP,FR
33225,BNPAFRPP,FR
35042,BNPAFRPP,FR
35402,BNPAFRPP,FR
35544,BNPAFRPP,FR
35708,BNPAFRPP,FR
36308,BNPAFRPP,FR
36745,BNPAFRPP,FR
41001,BNPAFRPP,FR
43846,BNPAFRPP,FR
48662,BNPAFRPP,FR
51781,BNPAFRPP,FR
53528,BNPAFRPP,FR
54844,BNPAFRPP,FR
76966,BNPAFRPP,FR
78448,BNPAFRPP,FR
79160,BNPAFRPP,FR
80685,BNPAFRPP,FR
81128,BNPAFRPP,FR
88660,BNPAFRPP,FR
89222,BNPAFRPP,FR
89405,BNPAFRPP,FR
89586,BNPAFRPP,FR
92067,BNPAFRPP,FR
132528,BNPAFRPP,FR
144605,BNPAFRPP,FR
145562,BNPAFRPP,FR
146884,BNPAFRPP,FR
147061,BNPAFRPP,FR
112785,BNPAFRPP,FR
116863,BNPAFRPP,FR
117722,BNPAFRPP,FR
118686,BNPAFRPP,FR
119902,BNPAFRPP,FR
120002,BNPAFRPP,FR
124083,BNPAFRPP,FR
126603,BNPAFRPP,FR
128724,BNPAFRPP,FR
60100,BNPAFRPP,FR
60405,BNPAFRPP,FR
66303,BNPAFRPP,FR
70326,BNPAFRPP,FR
74000,BNPAFRPP,FR
74422,BNPAFRPP,FR
74424,BNPAFRPP,FR
94100,BNPAFRPP,FR
96301,BNPAFRPP,FR
100482,BNPAFRPP,FR
103228,BNPAFRPP,FR
103368,BNPAFRPP,FR
105922,BNPAFRPP,FR
108645,BNPAFRPP,FR
109683,BNPAFRPP,FR
109904,BNPAFRPP,FR
110506,BNPAFRPP,FR
2462,BNPAFRPP,FR
3048,BNPAFRPP,FR
5763,BNPAFRPP,FR
6880,BNPAFRPP,FR
11326,BNPAFRPP,FR
12220,BNPAFRPP,FR
12842,BNPAFRPP,FR
15660,BNPAFRPP,FR
16307,BNPAFRPP,FR
17568,BNPAFRPP,FR
18304,BNPAFRPP,FR
20962,BNPAFRPP,FR
24144,BNPAFRPP,FR
31423,BNPAFRPP,FR
31520,BNPAFRPP,FR
34001,BNPAFRPP,FR
35102,BNPAFRPP,FR
40205,BNPAFRPP,FR
41280,BNPAFRPP,FR
41883,BNPAFRPP,FR
42884,BNPAFRPP,FR
45247,BNPAFRPP,FR
48186,BNPAFRPP,FR
51968,BNPAFRPP,FR
52063,BNPAFRPP,FR
54947,BNPAFRPP,FR
78180,BNPAFRPP,FR
78405,BNPAFRPP,FR
80944,BNPAFRPP,FR
82668,BNPAFRPP,FR
86503,BNPAFRPP,FR
90440,BNPAFRPP,FR
93748,BNPAFRPP,FR
137364,BNPAFRPP,FR
138861,BNPAFRPP,FR
146843,BNPAFRPP,FR
113384,BNPAFRPP,FR
117862,BNPAFRPP,FR
118228,BNPAFRPP,FR
119743,BNPAFRPP,FR
121125,BNPAFRPP,FR
124243,BNPAFRPP,FR
74143,BNPAFRPP,FR
94468,BNPAFRPP,FR
95566,BNPAFRPP,FR
97708,BNPAFRPP,FR
98603,BNPAFRPP,FR
100502,BNPAFRPP,FR
111188,BNPAFRPP,FR
111628,BNPAFRPP,FR
112163,BNPAFRPP,FR
112445,BNPAFRPP,FR
146,BNPAFRPP,FR
627,BNPAFRPP,FR
664,BNPAFRPP,FR
1847,BNPAFRPP,FR
3387,BNPAFRPP,FR
8980,BNPAFRPP,FR
10707,BNPAFRPP,FR
12106,BNPAFRPP,FR
22367,BNPAFRPP,FR
23467,BNPAFRPP,FR
25108,BNPAFRPP,FR
28647,BNPAFRPP,FR
29663,BNPAFRPP,FR
34660,BNPAFRPP,FR
38467,BNPAFRPP,FR
43742,BNPAFRPP,FR
45765,BNPAFRPP,FR
47145,BNPAFRPP,FR
49104,BNPAFRPP,FR
49144,BNPAFRPP,FR
49780,BNPAFRPP,FR
50448,BNPAFRPP,FR
50964,BNPAFRPP,FR
76126,BNPAFRPP,FR
78101,BNPAFRPP,FR
78468,BNPAFRPP,FR
80326,BNPAFRPP,FR
80668,BNPAFRPP,FR
80946,BNPAFRPP,FR
81105,BNPAFRPP,FR
82600,BNPAFRPP,FR
82983,BNPAFRPP,FR
83060,BNPAFRPP,FR
85145,BNPAFRPP,FR
85481,BNPAFRPP,FR
86061,BNPAFRPP,FR
89223,BNPAFRPP,FR
91986,BNPAFRPP,FR
132746,BNPAFRPP,FR
133647,BNPAFRPP,FR
134000,BNPAFRPP,FR
141080,BNPAFRPP,FR
143388,BNPAFRPP,FR
143645,BNPAFRPP,FR
144508,BNPAFRPP,FR
147505,BNPAFRPP,FR
112725,BNPAFRPP,FR
113341,BNPAFRPP,FR
118783,BNPAFRPP,FR
119300,BNPAFRPP,FR
120967,BNPAFRPP,FR
123221,BNPAFRPP,FR
125205,BNPAFRPP,FR
126665,BNPAFRPP,FR
129428,BNPAFRPP,FR
56320,BNPAFRPP,FR
57828,BNPAFRPP,FR
59223,BNPAFRPP,FR
63541,BNPAFRPP,FR
64368,BNPAFRPP,FR
66988,BNPAFRPP,FR
67304,BNPAFRPP,FR
94720,BNPAFRPP,FR
100902,BNPAFRPP,FR
102742,BNPAFRPP,FR
103722,BNPAFRPP,FR
108143,BNPAFRPP,FR
110544,BNPAFRPP,FR
2744,BNPAFRPP,FR
2806,BNPAFRPP,FR
4002,BNPAFRPP,FR
6685,BNPAFRPP,FR
6964,BNPAFRPP,FR
7281,BNPAFRPP,FR
11505,BNPAFRPP,FR
12767,BNPAFRPP,FR
12928,BNPAFRPP,FR
13707,BNPAFRPP,FR
15568,BNPAFRPP,FR
16160,BNPAFRPP,FR
16222,BNPAFRPP,FR
16348,BNPAFRPP,FR
17103,BNPAFRPP,FR
20963,BNPAFRPP,FR
23647,BNPAFRPP,FR
24060,BNPAFRPP,FR
25081,BNPAFRPP,FR
25742,BNPAFRPP,FR
27467,BNPAFRPP,FR
29165,BNPAFRPP,FR
30622,BNPAFRPP,FR
30966,BNPAFRPP,FR
32905,BNPAFRPP,FR
33405,BNPAFRPP,FR
33940,BNPAFRPP,FR
34484,BNPAFRPP,FR
35022,BNPAFRPP,FR
38842,BNPAFRPP,FR
40567,BNPAFRPP,FR
40860,BNPAFRPP,FR
45603,BNPAFRPP,FR
47081,BNPAFRPP,FR
48064,BNPAFRPP,FR
48703,BNPAFRPP,FR
51844,BNPAFRPP,FR
54765,BNPAFRPP,FR
75867,BNPAFRPP,FR
78288,BNPAFRPP,FR
79020,BNPAFRPP,FR
81403,BNPAFRPP,FR
82568,BNPAFRPP,FR
82801,BNPAFRPP,FR
82901,BNPAFRPP,FR
83803,BNPAFRPP,FR
84922,BNPAFRPP,FR
86020,BNPAFRPP,FR
91883,BNPAFRPP,FR
132028,BNPAFRPP,FR
132368,BNPAFRPP,FR
133144,BNPAFRPP,FR
134620,BNPAFRPP,FR
134783,BNPAFRPP,FR
134908,BNPAFRPP,FR
135721,BNPAFRPP,FR
137465,BNPAFRPP,FR
138025,BNPAFRPP,FR
140281,BNPAFRPP,FR
142586,BNPAFRPP,FR
143362,BNPAFRPP,FR
143503,BNPAFRPP,FR
143528,BNPAFRPP,FR
146880,BNPAFRPP,FR
146906,BNPAFRPP,FR
148606,BNPAFRPP,FR
149687,BNPAFRPP,FR
112780,BNPAFRPP,FR
113823,BNPAFRPP,FR
114027,BNPAFRPP,FR
114264,BNPAFRPP,FR
114783,BNPAFRPP,FR
114867,BNPAFRPP,FR
115543,BNPAFRPP,FR
115804,BNPAFRPP,FR
118906,BNPAFRPP,FR
120643,BNPAFRPP,FR
121028,BNPAFRPP,FR
122547,BNPAFRPP,FR
125665,BNPAFRPP,FR
126324,BNPAFRPP,FR
126828,BNPAFRPP,FR
128928,BNPAFRPP,FR
130861,BNPAFRPP,FR
59186,BNPAFRPP,FR
60244,BNPAFRPP,FR
61843,BNPAFRPP,FR
62985,BNPAFRPP,FR
63080,BNPAFRPP,FR
63728,BNPAFRPP,FR
64362,BNPAFRPP,FR
71106,BNPAFRPP,FR
71303,BNPAFRPP,FR
72148,BNPAFRPP,FR
